,label_min,label_max,label_min_text,label_max_text,win_min,win_max,pair_True
9630,11189,13568,REMOVE MY Furry Lewis MySpace link I guess thats promoting myself TOO. I am The Furry Lewis MySpace page. REMOVE THE LINK TO FURRY LEWIS!!!!! Prormoting Myself...you guys are really full of youselfs!!,"i know your racist,just admit it!",2.0,1.0,0.0
9631,11191,14195,RESPONSE TO DEKISUGI: :The fact that you persisted in speaking to me even after a request for you to leave me alone. Like now for instance. RESPONSE TO THEPROF07: where are you involved in this situation? You feel the need to butt in and offer me advice that I don't need!   ,your hot dog vendor will get you one day. gooooo pancreatic bad-ness!,2.0,1.0,0.3333333333333333
9633,11195,11646,"ROMANIAN-AMERICANS, AGAIN YOU!!!!
What is again your problem with the List of Romanian-Americans???????????????? YOU WANTED CITED SOURCES, I FOUND YOU, AND NOW YOU REMOVE THIS PEOPLE!!! I WARN YOU, THIS IS VANDALISM, AND IS IN YOUR INTEREST TO STOP!!!!!!!
'''''' 18 June 2006","Terhune Article
Since you are in Texas, I am going to gorgive you for you problems with the Terhune article - I have been envolved with Sunnybank for over 10 years now.  Have been associated with the people responsible for saving Sunnybank for preservation to A.P. Terhune (these people have spent over 30 years keeping A.P. Terhune memory alive).  The internet page  while a fan site is you were not an idiot you would see has more history and facts pertaining to A.P. Terhune then this silly wikipedia space has time for - you chances are vandilism and I will keep reverting them to appropiate sites ",1.0,2.0,0.3333333333333333
9635,11202,11515,"Racist

Yall racist man, yall don't let us do what we do, what is a vandilizm? How is making something new vandalizm. Come on, lets be serious. Come on. Yall serious being racist. Just because I'm black and yall white and yall think ya got control? Come on you can't be serious. This ain't your website, you didn't make this website. This website is not yours. You don't host it, you don't make the rules but the boss and I see you ain't want of them. So stop warning me man. Let me do what's best.",Stop being an annoying fag!  You are one of those people who has to butt there head in and bother people.  I wish you would not do that.,2.0,1.0,0.3333333333333333
9636,11203,11715,"Racists

I think every hick member of the National Alliance should read Guns, Germs and Steel. Then, white supremacy would cease to exist. Seriously.  ",That's EXACTLY what I did and he ignored! Look at the facts YOU ARE A BIAS POLITICAL DIMAGOGUE!  ,2.0,1.0,0.3333333333333333
9644,11234,14041,"Removing cats
Even though user Alan Liefting is a a dick head and some kind of dawk who site at a computer 24/7 with no life and no friends I would have to agree with him on this occasion  - ","whatever you bunc of losers, block me for life41.242.118.144  ",1.0,2.0,0.0
9651,11263,11646,"Royal just name. User:Cossde / Royal College, Colombo not owner.
Restaurants, hair saloons, travel agents, elders homes, shops named Royal with out Royal charter jobless sick wiki fucker.","Terhune Article
Since you are in Texas, I am going to gorgive you for you problems with the Terhune article - I have been envolved with Sunnybank for over 10 years now.  Have been associated with the people responsible for saving Sunnybank for preservation to A.P. Terhune (these people have spent over 30 years keeping A.P. Terhune memory alive).  The internet page  while a fan site is you were not an idiot you would see has more history and facts pertaining to A.P. Terhune then this silly wikipedia space has time for - you chances are vandilism and I will keep reverting them to appropiate sites ",1.0,2.0,0.3333333333333333
9658,11308,11856,STOP EDITING DUMBASS!  —Preceding unsigned comment added by 98.169.241.244   ,There was no copyright violation but rather a link for citation purposes to a press release of a religious rights organization. This practice is used thousands of times on Wikipedia to provide citations. Even a troglodyte like you could understand it. Please have someone explain to you.,1.0,2.0,0.3333333333333333
9660,11311,13320,"STOP HARASSING ME, MOTHERFUCKER!  ",do as you say faggot. you're talkin shit about me so now i am about you,1.0,2.0,0.3333333333333333
9662,11315,12891,STOP REVERTING ME YOU MORON,You guys are the worst people ever and I never want to edit here again so just block me!,0.0,1.0,0.0
9669,11337,11486,"Saying that someone lies and then explaining why, is a personal attack??? Hypocrite and nationalist is a personal attack?? Besides, Mr. Arpad called others nationalists several times, why do not you block him?  ","Spats of vandalism? Maybe it is karma for not minding your own business. Or more simple stated ... because you act like another wiki-dick, like Shii, POD, DMack, ad nauseum. Chew on that ... better that sugar cookies that rot your teeth. ~FU~ 68.35.28.79  ",2.0,1.0,0.0
9670,11337,11674,"Saying that someone lies and then explaining why, is a personal attack??? Hypocrite and nationalist is a personal attack?? Besides, Mr. Arpad called others nationalists several times, why do not you block him?  ","Thanks for the praise.  I'm taking Wikipedia a lot more seriously now than I used to.  I have to admit that a few months ago I did silly things like vandalize articles.  I never really didn't anything slanderous, just silly and stupid stuff.  Recently, I've been doing my best to contribute positively to Wikipedia and I've even been correcting the same sort of vandalism I used to take part in.",1.0,2.0,0.3333333333333333
9674,11347,12161,"See it wasn't 5 mins until all my suggestions were deleted and ignored by the Admins. Boy, I hate the self-righteous admins of this rag. they really don't care what anyone thinks, they will push their own agenda and ban anyone that disagrees with them. Well I'm changing it back. they can ban me if they want. No wonder Wikipedia is a self praising closed-minded rag that no one takes seriously. It has become the National Enquirer of the Internet.",WHY DID YOU DELETE MY PAGE DO YOU HAVE MENTAL ISSUES YOU COW?,1.0,2.0,0.0
9690,11393,12671,Sigh. Slurring your opponents in an effort to win points to make an article slant to your POV is different than calling a bitch a bitch when dealing with a piece of fiction. P Fiction is not srs bizzness.   ,"Yeah, fair enough. He's an utter prick though - looking at his history and how he operates - nasty.62.177.225.138  ",1.0,2.0,0.3333333333333333
9700,11420,14147,"So called, and what about you, A shill for your left wing POV.",you have a small penis,2.0,1.0,0.3333333333333333
9705,11439,12925,"So, are you a Christian becaue of Jesus or because Assyrian women and their tits? Do Assyrian women have the best titt-fucking tits in the Middle East? — |Talk 22:56 02 Aug, 2007 (UTC)","You know it. This whole page apparently has become some weird holdout for the autistic, OCD editors of Wikipedia to make a final stand against making this website useful. We may as well stick everyone who's ever been in a tag team together. The Rock? Stick him with Mick Foley since they were in the Rock n Sock Connection. 198.135.242.14  ",1.0,2.0,0.3333333333333333
9718,11478,11746,Sorry. Ed just makes it so easy. I don't know why he thinks he's above throwing poop. 68.203.13.249  ,"The International Jew The Worlds Foremost Problem is absolutely 100% an open source, un-copyrighted book because of its profound notoriety. This book is de facto open source, un-copyrightable, fair use, free distribution as over 100 million people in the last century have read this book because the #1 super genius who pioneered a revolution sponsored this book. Does anyone else see what is going on here in Wikipedia? Is there anyone out there who is disgusted by this concerted effort of censorship? Does anyone see a pattern here regarding certain topics and censorship? Just Curious!  

I ask for those of you out there who believe in freedom of speech to allow this URL http://www.solargeneral.com/pdf/TheInternationalJew.pdf

The International Jew

What do i have to do to bring arbitration to have this link added to this article without being deleted again ever? Am I wasting my time? is there a cabal here or is this just the bloody tooth and nail struggle to get additions on wikipedia? Someone please shine down on me with some illumination ;p

 ",1.0,2.0,0.3333333333333333
9721,11492,13636,SpikeToronto Is Gay RCP,lIL HOMIE DON'T FRONT CUZ IF YOU DO I WILL PUT UR ASS IN A FUCKING GAS CHAMBER BITCH,2.0,1.0,0.3333333333333333
9723,11499,14063,"Stay off my talk page, stalker. 12.39.2.83  ",wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki NOOBS wiki N,2.0,1.0,0.3333333333333333
9724,11501,13257,"Steroid/Cocaine use
Should we add his documented use of designer steroids and cocaine, or would that violate NPOV?","block extended
Due to your edits to your talk page, your block has been extened to 48 hours from now.  | £€åV€ m€ å m€§§åg€ ",1.0,2.0,0.3333333333333333
9741,11537,11652,"Stop vandalizing or I'll report you to an administrator.
~User:24.121.48.137 12:20 PM, Nov 3, 2005 (PST)",Thank you for the admission above. You just confirmed my theory of you being a stalker. At least you told the truth this time!  ,2.0,1.0,0.3333333333333333
9743,11542,11680,Stop writing on my page. You are only making things worse for yourself.   ,"Thanks to ass Paris, France to the place where Banana Republic is located.",3.0,0.0,0.0
9746,11551,14250,"Stroke your Sockpuppet
Please can I? PLEEEAAAASE!!!!  ","“Citizenship is less notable” , “less interesting” for whom? Is this your POV contribution for this discussion? That the Canadian citizenship is more notable than the Portuguese citizenship? Where are your references to say so? The argument is silly ? I also agree, it is also mentioned throughout the article that she lives in Canada, this way there is no need to say she is Canadian in the opening and it is already said she was born in Canada.
She is Portuguese-Canadian, either you like it or not, your partial information does not give a a worldwide view. In Portugal and Portuguese speaking world she is known as Portuguese",1.0,2.0,0.0
9760,11583,12383,"Sure thing Kim, I'll go to the relevant wikipedia articles to make sure I get everything picture perfect, I wouldn't want to violate the infinite wikipedia rules that you have committed to memory!  What did you think of Solomon's recent article on Connolly?  I literally laughed out loud at the idiocy of the guy (Connolly).  Literally.  ","When you turn on your shower, and you smell raw sewage, you can thank wikipedia, textbooks, and people who blatently did not listen to science, but in turn promoted dogmatic theories like electrons, for their own political endevor. When you say V=IR like it is some kind of phrase that is not to be questioned, you are not a practioner, or a scientist, but an idiot because, you are misusing the word voltage and current, and there is a third thing coming from the power source, that you do not even have a word for. This theory, doesnt even fit together, to even explain how electrons are tied into this, and you are not a scientist if you accept them.",2.0,1.0,0.3333333333333333
9761,11593,12878,"TFG, you are an idiot. I NEVER believed in Santa Claus and I used to go around to all the stupid kids in my 1st and 2nd-grade class and tell them Santa wasn't real. The teacher told me to stop but I didn't because I was smart and logical even at 7 years of age. If I could be logical at that age, any kid can, stupid parents like you are getting in the way of kids' developing their logic skills. From the time I first heard of Santa Claus when I was 4 years old I ALWAYS knew he was fictional. How come I knew it and yet you're saying children shouldn't find out? What if it's a smart and logical child like me who asks questions about the logical fallacies? you know, like I DID, because I'm SMART.","You first piss off a user and then pretend to advise that user on how detrimental being pissed off is. Wow, I'm so pissed I'm so I'm soooo... fuck off, pig! Now that was quite polite of me you got to admit it. Or was it not good enough for sophisticated ears of an average warmongering Anglo-Serb Freemason who thinks everyone is buying his bullshit? LOL    ",1.0,2.0,0.3333333333333333
9774,11656,13164,"Thank you very much indeed, dear Frank. Extremely sexy ",a f c chickenley said mr ashley hunt the first manager,1.0,2.0,0.3333333333333333
9779,11676,14064,"Thanks for your help, I'll go get a newspaper article and re - add the material - stupid me, I should have thought of such a simple thing! Thanks for your help.   ",wiki shold dye!they should be ashame!j,1.0,2.0,0.3333333333333333
9781,11679,14069,"Thanks for your support.  I've lost lots of brownie points for having little patience and littler tact in these matters.  I don't get paid for this, it's a labor of love.  It's silly for so many people to get all caught-up in this like they're security guards making kids in the mall follow the rules. I just care about a good article in the end. The process is tedious, so I don't lose sleep over the personalities that I have to deal with like they seem to lose sleep over my personality.  I'm too old for that crap.  ","wikithanks
 general wikithanks for doing thankless jobs like looking after trolls and Mutant Killer Rajputs ) But also, along with Fut.Perf.'s cousel, remember to keep a cool head whenever you feel emotionally involved. Try to recuse and trust others when you feel your nationality, creed, political stance or preference of yoghurt flavour is involved.  (ᛏ) ",1.0,2.0,0.3333333333333333
9782,11686,12538,Thanks. Also thanks for freezing the article. This dickheadery is kinda annoying at times.  ,"Winkers6767

Dearest David:

I just blocked your mom.

Sincerely,

 ",0.0,3.0,0.3333333333333333
9792,11731,12255,"That's the most ridiculous accusation I've ever heard, and I don't think it needs an answer.   ","Well, I am sure that he can learn that somewhere better than the likes of you.  I can tell you right now that you will NEVER be an administrator on Wikipedia.  You are too pompous, too dense, too power-hungry and too childish.   ",2.0,1.0,0.0
9797,11753,12006,"The Rent is too DAMNED High!!!! party

A fringe candidate had the name of his party censored by the state board of elections. I put this in the article.","Tony Sidaway
The article Jim Nussle has been repeatedly vandalized for partisan purposes by right-wing Republicans, or rather one such Republican and his various sock puppets. Then this right wing goon of an admin intrudes himself. To state it mildly, I am apoplectically angry at the sonofabitch. To respond to your message
Was your partial blanking of User talk:Tony Sidaway intentional, or an accident? [7]. MONGO 
I would seem to have been.  ",2.0,1.0,0.3333333333333333
9798,11755,13424,The above editor is not I who is editing pages about Bengal Renaissance and Brahmo Samaj. I condemn this other user's filthy language. (Bikash Sen),"further to that, your user name is ALA is a scam, which is an attack in itself.  ",2.0,1.0,0.3333333333333333
9802,11777,11791,The dumbest things on wikipedia are the people who contribute regularly,"The last thing I was trying to do was make you feel stupid or unintelligent. I checked your recent contributions and noticed you have been interested in literature and you asked for the interpretation of the Dylan song on the ref desk a couple of weeks ago. I share some of your tastes and realized I had made a big erroneous assumption. I was hoping that would occur to you also, but once again, I am reminded how differently a written message to someone unfamiliar may be intended and received. I should have quit several messages ago.  ",2.0,1.0,0.3333333333333333
9804,11783,12213,"The finding of FACT that he is an Italian lawyer is a finding of fact permenantly! My dad is NOT a member of the law Society or the bar council and he does not have to be because ec directive 77/249 makes it only necessary to REGISTER with the law society or the bar council if any EU lawyer wishes to practise PERMENANTLY in the member state. Mr Justice jackson found that dad, of course, IS a lawyer and thus IF dad wanted to practise FULL time in the UK he has to register but as dad does NOt he did not register. That is what it is all about. The finding of fact that dad is a EU lawyer was NEVER challanged. The Crown wanted him to register. he did not want to because the law said he never had to unless he wanted to live and work in UK FULL TIME which he does not. He was right and got his costs. Dad can thus work in the UK 'from time to time' but cannot do so FULL TIME unless he registers. That is actually clear from the transcripts and juidgement I sent you. Why you wish to represent something that is clearly not is obviously a matter for you but it shows your prejudice towards him under a pretence of wanting to write a proper article....read the article. everything is prejudicial from football aspect to law. I agree with SqueeqBox its a frigging disgrace and people like you are the cause of it. MSDS",We know World War II existed because we have pictures and it's believable unlike people coming up from the dead and turning rods into snakes and all this other far-fetched stuff so please. ,1.0,2.0,0.0
9806,11785,12124,The good thing is that you didn't call me mf. lol:   ,"Vinny Burgoo = suspected sock puppet

Are you ever going to withdraw this accusation? It's currently the second hit with a Google search with 'Vinny Burgoo' (my one and only online identity for nearly ten years) and it's wholly bogus. Someone posted something in support of something very stupid I had done at Wiktionary (I called a serial Wiki tyrant a 'c**t' after he had unambiguously broken Wiki's rules, then I compounded this by threatening him in what I thought at the time to be a transparently jocular manner, but wasn't) and this 'supporter' was assumed to be me using another identity and another IP trying to get around a temporary block. I still use Wikipedia a lot but have no interest whatsoever in editing it ever again, so by all means say that I was blocked for disruptive editing (guilty: I got fed up with the lot of you) or whatever else I was accused of before this puppeteer nonsense was settled on (the crime kept changing) but I'm not happy with what you currently show.  Take it down or else.

A genuine threat this time? We'll see.",2.0,1.0,0.0
9808,11789,13926,"The implication for this article is this: The objections of anti-gay people to being labeled as such do occur and should be noted.  However, it would actually be biased to give their point of view equal weight.  Their assertion that they can be anti-gay and not be considered anti-gay is literally and logically incorrect.  The phenomenon should be noted but this article should not pretend their illogical assertions are somehow logical.",the hebrew should be deleted. ILLEGAL OCCUPATION does not establish a language.  ,1.0,2.0,0.3333333333333333
9810,11793,13609,"The lede needs to be left as such, as the Evangelical Christian Church feels that more Hindus will convert to Christianity if they are ashamed of their history. 160.80.2.8   ","is in the discussion page where a suggestion is made. WTF? If Pats1 cannot handle the truth, then step aside.",2.0,1.0,0.3333333333333333
9819,11828,12410,Then Get rid of the skys the limit biggie stuff because its bulls@$t,Who died and made you boss!? HUh!,1.0,2.0,0.0
9820,11840,12725,There IS a need to write the pole position and fastest lap. Look at F1 and BTCC. This page looks inferioir to that and so you change the bloody consensus. And I dare you to block me if you dont agree like fools.,Yet again you have resorted to personal attacks. I am neither a Nazi nor a Marxist.  ,3.0,0.0,0.0
9830,11886,12862,"This GUYS SOOOOO GAY ==

== ","You deserve it Ari. You're anti-Islamic, moronic, egotistical, self-hating bastard. Good job HJ Mitchell!",2.0,1.0,0.3333333333333333
9832,11902,13552,This guy's kind of a big time a-hole. Can we toss some more of that in the article? pz.,"i don't give a shit!==

you people are a bunch of dictators. eat shit.

==",2.0,1.0,0.3333333333333333
9834,11916,12543,"This is absolutely false.  I cannot believe what's going on.  First I make an edit that obviously conforms to Wikipedia standards and is a helpful contribution, and it gets edit-warred down by 2 or 3 people who don't care about what belongs on Wikipedia.  And now you make ridiculous false accusations of sock-puppetry because someone else agrees with my edit which was obviously right in the first place?!  I certainly need an admin to reconsider what's going on - maybe I need to appeal this.",Would someone be kind enough to thank Timotheus for removing that crap. It is seriously appreciated. And with that i`m done.   ,1.0,2.0,0.0
9836,11923,13158,"This is getting fucking redicilous. THERE IS NO CANON IN STAR WARS: KNIGHTS OF THE OLD REPUBLIC! THERE ARE ONLY TWO THINGS THAT ARE CANON. THE MOVIES, AND WHATEVER GEORGE LUCAS SAYS. LUCASARTS DOES !!NOT!! COUNT! IT IS NOT THE CREATOR OF STAR WARS, AND DOES NOT HOLD THE COPYWRIGHT TO THE IDEA! GEORGE LUCAS DOES! SO STOP SAYING THAT THERE IS A CANON WAY TO PLAY, BECAUSE THERE ISN'T! IT'S N00BS LIKE YOU THAT MAKE THIS WORLD SEEM LIKE A HAVEN OF LIES AND DECIET AND MISINFORMATION. JUST STOP!","__________________________
Listen piece of bastard, if yo have a chance to read this , read carefully:
YOU DARE SPOIL MY USERPAGE AND YOU WILL DIE FOR THAT.
I ALREADY TRACKED YOU AND I KNOW WHO YOU ARE, BEFORE KILLING YOU , I WILL RAPE AND KILL THE BITCH OF AYOUR MOTHER AND THAN TORTURE 
THE WHOLE OF YOUR FAMILY.
WHAT A PITY YOU DON T HAVE A SMALL DAUGHTER IN ORDER TO RAPE ,TORTURE TO DEATH AND BURN HER ALIVE.
YOU ARE A DEAD MAN.
THERE IS NO PLACE TO HIDE IN TEH WORLD FOR YOU",1.0,2.0,0.0
9844,11954,13796,"This message is regarding the page Paul Allen. Please refrain from adding nonsense to Wikipedia.  It is considered vandalism.  If you would like to experiment, use the sandbox. — talk ",plz explain reasoning i dun understand at all y i cud possibly be blockd???!!?? wut did i do wrong>?? ( hmmm =\ i dun get it. TONNY! unblock plz now. thx. a bunch. -aznphattymanstuart,2.0,1.0,0.3333333333333333
9853,11988,13771,"Times of India and what do you read Haaretz Daily or some communist newpaper! lol ! Israel defeated with the support of whom...US..u make me laugh! hezbollah has only some thousand men but lol they fought with israel for nearly a month with all the might of israel against a few thousand men  [], [], [], Israel never achieved anything(destruction of hezbollah, freeing the two kidnapped IDF soldiers) nothing..we can say that  in terms of military and politically Hezbollah won the war .

Thats why hitler and nazis contributed the holocoust...millions died.I pray for those who died.",p.s.s. Why do you have a dead cat on your user page?,3.0,0.0,0.3333333333333333
9854,11992,12491,"To 75.0.177.144, the author of the article possesses no knowledge of the ethnicity of spanish people. He thinks that only those born anglo-saxon are white. He doesn't believe that other people can be white. This is a manifestation of ignorance, pure and simple. By the way, who is this jeanne boleyn? Why is she commenting on this page as if she were the author? She's not the author of this article. What the hell?","Why so serious?

I was provided with no explanation for the recent reversion of my wholly factual (albeit entertaining) account of Mr. Vikernes's actions immediately after the murder of his bandmate. I believe, by Wikipedia's own standards, you just fucked up.",1.0,2.0,0.0
9861,12032,12145,"Two years later, I have removed it.  Why the hell would an encyclopedia include a paragraph about a group of prostitutes outside a theater?  ",WHAT I SAY NIGGA STOP CHANGIN SHIT!,2.0,1.0,0.3333333333333333
9866,12060,12305,"Unban this ip address or a new online encyclopedia will be formed that will kick wikipedia's ass. You have been warned

TEEECCCCCTOOOONIIIIIIIICCCCCC SHHHHHIIIIIIIIFFFFFFFFTTTTTTTT",What does that have to do with this article? Take whatever preconceived notions you have about me and shove them up your pussy. ,2.0,1.0,0.3333333333333333
9874,12088,12993,User:abd is Muslim Scum,"You undid my additions to the Mountain Gorilla which clearly contributed to the page, Wikipedia, and the human species in its entirety. You are an anarchist and a communist. Sincerely hope you stub your big toe on your left foot tomorrow when you get out of bed. I would hope meaner things, but my just and kind heart is capable of no greater levels of hate than I have just described. Due to your rude behavior (which was completely uncalled for by the way) I will no longer contribute my vast intellectual knowledge to Wikipedia, depriving the world of knowledge that it deserves to have, and it is all thanks to you. I am obviously a far better man that you, and will waste no more of my time dealing with your pitiful existence.",1.0,2.0,0.3333333333333333
9878,12111,13323,"Vandalism on Muhammad page

Perhaps that was the wrong way to deal with it, but  ",do you get some kinnda rise out of deleting peoples pages? you little nerd mess off,1.0,0.0,0.0
9881,12121,12266,"Very well

I read my blocked message. I am personally disgusted by the systematic reversals over my edits by the user I have come to find difficult. He may be very educated in the Wikipedia world but not in the locality I have worked on. Simple time will tell. I will leave alone now because I have to admit I am made not welcome by this editor so what is the point. As anyone who defends Jza will say dont let the bastards get to you. So I won't rise to it have it your own way.   ","Well, see that is why I think you should really seek medical advice. I don't mean that in a condescending way, I truly do want to help you. I'm sure your parents have turned a blind eye to it, or simply just don't have time to 'bother' with you. I know the feeling, of course I was there once. Kudos to you, your input to Wikipedia is immense, but I do genuinely think a psychotherapist could help you out, and get over your obsessive personality. I cannot stand junk science or hypnotherapy, it's all garbage if you ask me. But a trained professional could help you get over your fears of being corrected. There is nothing wrong with being wrong, you don't seem to grasp that. Anyway, please let me know how you get on, my email address is spunko2010@hotmail.co.uk. Good luck  ",1.0,2.0,0.3333333333333333
