sentence,nes
1996 is the most widely used mouse model to study HD pathology,O O O O O O O O O O O O
One is the assumed lack of available official longitudinal data that captures all college related debt amounts disbursed to and repaid by a nationally representative sample of college students Bricker Brown Hannon Pence August 7 2015,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
11 whereas the genotyped respondents with transcript data had a mean education PGS of 0,O O O O O O O O O O O O O O O
Indeed fixing the sample size and genome wide significance threshold our study is well powered 0,O O O O O O O O O O O O O O O O
US Geological Survey s HydroSHEDS 90 m elevation data is used to identify the inundated and flooded areas 2,O O O O O O O O O O O O O O O O O O O
First the integration of local building data storm surges Google imagery and elevation data created some asynchrony and error,O O O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA is supported by the Intramural Research Program National Institute on Aging NIH,O B I I I I I O O O O O O O O O O O O
1 when compared to the data,O O O O O O
Then training sites are identified for supervised classification and interpreted via field visits or other reference data such as aerial photographs,O O O O O O O O O O O O O O O O O O O O O
The study population consisted of participants in the Baltimore Longitudinal Study of Aging BLSA aged 65 89 years who were seen between April 2007 and December 2015,O O O O O O O O B I I I I I O O O O O O O O O O O O O
The purpose of this study was to determine whether hemoglobin levels are inversely associated with CBF and to identify the regional distribution of these associations in nondemented older adults from the Baltimore Longitudinal Study of Aging BLSA neuroimaging substudy,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I O O
Additionally the CEST model uses a minimum accumulation water volume in a grid cell to determine whether the cell is wetting during the flood surge which generates a slower inundation process than the SLOSH model,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I
Since 1989 Baltimore Longitudinal Study of Aging BLSA participants have completed the Revised NEO Personality Inventory NEO PI R Costa McCrae 1992 by computer administration,O O B I I I I I O O O O O O O O O O O O O O O O O
This study focuses on Southwest Florida and considers 150 optimal storms that are selected based on simulations using either the low fidelity with low resolution and simple physics SLOSH model or the high fidelity with high resolution and comprehensive physics CH3D model,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O
In addition enrollment in remedial classes is an educational pathway that may also have a different impact on the probability of attaining a positive outcome for older and younger students and indeed close to 60 percent of the first time community college students in the National Education Longitudinal Study 1988 2000 took at least one remedial course,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O
The recent Baltimore Longitudinal Study of Aging BLSA found that individuals with non brain coronary or aortic ATH per se are not at increased risk of AD,O O B I I I I I O O O O O O O O O O O O O O O O O O O
The Hawaii land cover product produced as part of the USGS Carbon Assessment of Hawaii 30 was developed at 30 m resolution incorporating HI GAP 31 NOAA C CAP 32 and LANDFIRE 33 34 land cover data products that were edited and validated using high resolution imagery from World View 2 35 and Pictometry Online 36,O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O
Here we briefly outline the three basic steps of the method which were applied separately for each cognitive domain and point the reader to more in depth explanations available in the previous study 19,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We treat an image patch as a high dimensional manifestation of a low dimensional representation with the intuition d Given a sparsely sampled scan we infer the most likely cluster for each 3D patch and restore the missing data using the learned model and the observed voxels,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We focus on papers that use individual level panel data as opposed to aggregate time series or repeated cross sections since multiple observations on individuals allow a researcher to disentangle state dependence from individual heterogeneity,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
What does your study add Our study shows the association between different measures of adiposity and fatigability BMI is associated with greater fatigability only among those with overweight or obesity,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The censoring and visit exclusions resulted in the exclusion of all data for 441 men and 312 women,O O O O O O O O O O O O O O O O O O
They may not occur at all of these locations and they also carry the limitations of the SLOSH model with respect to accuracy and accurate portrayal of wave energy impacts,O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O
When considering the median of the RMS and CC of the total results Figure 5 top panels the boxplots show that the SLOSH model presents the lowest median of RMS and CC 7,O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O
In a recent study Duncan and Dunifon 1998 again use the PSID and find that a measure of self efficacy for men aged 20 29 does predict labor market outcomes fifteen to twenty years later,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In general it increases these values indicating that the iterative procedure in the unmodified version of the SLOSH model used to estimate V max causes an underestimation of the storm surge,O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O
Using the nationally representative longitudinal National Education Longitudinal Study of 1988 NELS 88 data set a logistic regression model was used to examine the extent to which outcome variables were differentially associated with gender for students participating in special education,O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Analyzing tenth grade classmates in the National Education Longitudinal Study NELS of 1988 Gaviria and Raphael 2001 found evidence of peer effects at the school level on substance use church attendance and dropping out of high school,O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O
We obtained the integrated facility data from NJDEP which was created through the assimilation of 13 different regulatory permit databases maintained by the department,O O O O O O O O O O O O O O O O O O O O O O O O
This suggests that for major storms the incorporated physics and data may play less of a role at higher latitudes,O O O O O O O O O O O O O O O O O O O O
Maximum wind speed data is added to the standard,O O O O O O O O O
DC AW FA and LF conceived the study,O O O O O O O O
pdf tested on a 3T weighted contrast MRI obtained from a subsample of a large French epidemiological study Bordeaux dataset,O O O O O O O O O O O O O O O O O O O O
Since these datasets with multiple loci are closer to what we may expect in reality we will report the results of our methods in these datasets generated with hybrid models,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
All data from individuals classified as suspects and demented were from visits dated concurrent with or after the onset of their symptoms,O O O O O O O O O O O O O O O O O O O O O O
To view all of the figures depicting significant results please see the data supplement available at http hyper,O O O O O O O O O O O O O O O O O O
for the entire span of data collection,O O O O O O O
The theoretical model for the data is that responses represent a series of 0 1 Bernoulli trials with a true population probability j of a favorable outcome e,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Data used in the experiment were obtained from the public available ADNI database www,O O O O O O O O O O O O O O
The number of respondents is 6 326 for the models in this table and 9 954 for the first stage missing data logit model,O O O O O O O O O O O O O O O O O O O O O O O O
Data for the present study came from the National Education Longitudinal Study NELS NELS 88 2000 public use data files National Center for Education Statistics NCES 2002a and included five waves of data collection beginning when participants were aged 14 and spanning 12 years to age 26 see Table 1 for details on age year and wave,O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The funders had no role in the design of the study in the collection analyses or interpretation of data in the writing of the manuscript or in the decision to publish the results,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We selected visits with both a 15 O H 2 O and a dynamic 11 C PiB PET scan in the Baltimore Longitudinal Study of Aging BLSA and a structural magnetic resonance image MRI within six months of PET scanning,O O O O O O O O O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O
A published study identified 16 modules of co expression proteins in the Baltimore Longitudinal Study of Aging BLSA 26,O O O O O O O O O O O O B I I I I I O
Relatively less is known about lipids compared with proteins and other metabolites in part because they are difficult to measure and study due to their structural diversity and sheer number of discrete molecular species 19,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Hurricane storm surge data is generally sparse spatially discontinuous and lacks time history e,O O O O O O O O O O O O O O
Moreover our study had limited power to examine gene environment interaction particularly with 25 OH D in serum or dietary intakes of Table 5,O O O O O O O O O O O O O O O O O O O O O O O O
The National Education Longitudinal Study of 1988 NELS 88 is a longitudinal survey that began in the spring of 1988 with a cohort of 24 599 8th graders,O B I I I O O O O O O O O O O O O O O O O O O O O O O O
6 14 To our knowledge this is the first study to evaluate fatigability prospectively in a large cohort of middle aged and older adults and to compare these observations among those with and without a history of cancer,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
csef university of salerno Daniela Vuri university of florence child and iza words In this paper we analyse data from the National Education Longitudinal Study to investigate whether experiencing parental divorce during adolescence has an adverse impact on students performance on standardized tests,O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O
In the light of a previous study among BLSA participants showing an association between longitudinal changes in BMI and impulsivity 24 individual slope of BMI change was added in the model to test whether any observed effects of number of obesity related risk alleles of FTO on longitudinal changes in impulsivity would attenuate,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The National Education Longitudinal Study of 1988 NELS is a multi wave study of students in schools,O B I I I O O O O O O O O O O O O
Therefore we analyzed data from the Baltimore Longitudinal Study of Aging BLSA to examine whether total intake intake from diet as well as supplements of antioxidant vitamins E C carotenoids and B vitamins folate B 6 and B 12 is associated with a reduced risk of AD,O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We restricted the follow up to no more than 4 years because few study eligible participants i,O O O O O O O O O O O O O O O O O
In a study of radio tagged harbor seals during the molt season Simpkins et a,O O O O O O O O O O O O O O O
Support vector machine SVM is a supervised machine learning algorithm that separates data points by a hyperplane 5,O O O O O O O O O O O O O O O O O O
In the Baltimore Longitudinal Study of Aging BLSA cohort for instance each 1 kg m 2 increase in BMI corresponded to a 0,O O B I I I I I O O O O O O O O O O O O O O O
In addition while it is desirable to compare SLOSH and CEST for multiple individual storm events only Andrew was available in the study area with the level of detailed observations required for comparison thus the SLOSH and CEST simulations for Andrew are selected to compare the model performance,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We study the impacts of the wind field representation by hindcasting tropical cyclones that occurred between 1988 and 2012 and affected four regions along the North Atlantic coast Narragansett Bay Rhode Island Jamaica Bay New York Atlantic City New Jersey and Norfolk Virginia,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The primary drawback to using the SLOSH model is the limited domain size and extents allowed due to the grid mapping used and formulation of the equations,O O O O O O B I O O O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA 20 gathered data between 1960 and 1987,O B I I I I I O O O O O O O
Additionally because of the cost of helicopter surveys a methodology similar to NOAA C CAP and the NLCD efforts could be explored Xian and others 2009,O O O O O O O O O O O O B I I O O O O O O O O O O O
The author uses three sources of data the National Longitudinal Survey of Youth 1979 NLSY79 the High School and Beyond survey HSB and the National Education Longitudinal Study NELS,O O O O O O O O O O O O O O O O O O O O O O O O B I I I O
The conceptual model of disability used in this article is drawn from the World Health Organization s 2001 International Classification of Functioning Disability and Health ICF model which has been adopted internationally by the 191 Member States of the World Health Organization as the basis for the scientific standardisation of data on health and disability world wide Word Health Organization 2002 p,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We have assessed the impacts of these changes individually and collectively on the simulation of maximum storm surge heights for a broad range of historical storms that impacted the study region,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In this study we investigate whether a machine learning based system can predict the rate of cognitive decline in patients with diagnosed MCI by processing only the clinical and imaging data obtained at the initial visit,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Core observations in this and previous studies at Yaquina Bay Darienzo and Peterson 1995 Peterson and Priest 1995 Data Repository see footnote 1 do not document seaward thinning of sand sheets deposited on paleo tidal marshes nor do Yaquina Bay tidal marshes display any sandy sedimentary structures typical of paleofl ood deposits or have topographic settings where backwater fl ood deposits could accumulate e,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Instead the recommendation to biopsy on the basis of PSA velocity is based on a single cohort the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O B I I I I I
The Potential Impact of Vouchers 14 See for example Evans and Schwab 1995 who used the High School and Beyond Survey Neal 1997 who used the National Longitudinal Survey of Youth and Grogger and Neal 2000 who used the National Education Longitudinal Study NELS data,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O
A recent study by Downey and Pribesh 2004 reported that Black teachers evaluation of Black students behavior was more favorable than the evaluations made by 2,O O O O O O O O O O O O O O O O O O O O O O O O O O
Beginning Postsecondary Students Longitudinal Study BPS NELS,O O O O O O O
To construct other variables about students performance in high school and their parents income we used data from the HERI freshman survey,O O O O O O O O O O O O O O O O O O O O O O
We also normalized our data set for body mass index BMI to further determine relationships between BDNF and cardiovascular and metabolic factors,O O O O O O O O O O O O O O O O O O O O O O
Tidal data were collected from a NOAA tidal station DCP 8725520,O O O O O O B I I O O
Quantitative inquiries that draw on large scale data sets in comparing racial and ethnic groups such as the National Education Longitudinal Study support the immigrant optimism hypothesis and at the same time demonstrate the persistent effects of being Asian,O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O
Coding schemes are comparable to those used in the National Assessment of Educational Progress High School Transcript Studies and are similar to those used in National Education Longitudinal Study and High School Beyond,O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O
Each row of Table 3 represents a different case study in that the set of common observable characteristics is altered on an important dimension,O O O O O O O O O O O O O O O O O O O O O O O O
NOAA C CAP was conceived as a project to help managers address land management issues,B I I O O O O O O O O O O O O
Although some of the data records are incomplete the Apalachicola NOS National Ocean Service station recorded a maximum 6 minute average wind speed of 21 m s the COMPS Coastal Ocean Monitoring and Prediction System University of South Florida buoy 42013 recorded a maximum 8 minute sustained wind speed of 23 m s and the coastal C MAN station at Shell Point recorded a,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15 mg kg IV to 25 healthy normotensive men ages 28 to 72 years from the Baltimore Longitudinal Study of Aging BLSA immediately before maximal upright cycle ergometry with 9 Tc gated cardiac blood pool scintigraphy,O O O O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O
Farm and operator household data in this report come from two annual farm surveys Phase III of the Agricultural Resource Management Survey ARMS for 1996 through 2010,O O O O O O O O O O O O O O O O O O O O O O O O O O O
In addition data were collected from the students parents teachers and school administrators,O O O O O O O O O O O O O
37 Model performance was quantified using the following skill metrics Coefficient of Determination R 2 which describes how well a regression line fits a set of data with an ideal value of one Root Mean Square Error E RMS which is a measure of the magnitude of error with an ideal value of equaling zero Mean Error E Slope of the best fit line,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Three variables were selected from the public use database of the National Education Longitudinal Study of 1988 to demonstrate the impact of weights and design effects on contingency tables and chi square analysis,O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O
First this study focuses on a nationally representative sample of middle school students i,O O O O O O O O O O O O O O
In our simulation and data application we use the sandwich smoother Xiao et al,O O O O O O O O O O O O O O
The sulcal alignment in Mjolnir is more compact while HAMMER produces a more spread alignment with larger registration errors which is consistent with previous results from the NIREP data,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In fact characteristics of perfectionism emerged for Asian Americans in Peng and Wright s 1994 analysis of data from about 25 000 students in the National Education Longitudinal Study,O O O O O O O O O O O O O O O O O O O O O O O O O B I I I
PET data were obtained from the neuroimaging substudy of the Baltimore Longitudinal Study of Aging BLSA Resnick et al,O O O O O O O O O O B I I I I I O O O
Funding had no direct impact on study design conduct of the study data collection management analysis interpretation of the data and preparation review or approval of the manuscript,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Muller and Kerbow analyzed the National Education Longitudinal Study of 1988 and found that as parents level of education increased so did their network connections to other parents,O O O O O B I I I O O O O O O O O O O O O O O O O O O O
In this study we developed a novel frailty index KFI scoring from 0 to 1,O O O O O O O O O O O O O O O
8 Historical data on hurricanes making landfall in a local area are very limited,O O O O O O O O O O O O O O
In the study presented in this paper we have used the Talairach Tournoux atlas 15 as a template,O O O O O O O O O O O O O O O O O O
The vertical position of the temporary benchmark NAVD88 datum was then tied to National Oceanic and Atmospheric Administration NOAA tidal station 9435380 in South Beach Oregon Fig,O O O O O O O O O O O O O O O O O O B I I O O O O O O
This study was based on data from the National Education Longitudinal Study of 1988 NELS 88 2000 and the Postsecondary Education Transcript Study PETS,O O O O O O O O B I I I O O O O O O O O O O O O
This chapter also focused on the use of SLOSH model MEOW and MOM data for the timedelimited preparedness and response operations particularly evacuation of emergency management,O O O O O O O O B I O O O O O O O O O O O O O O O O
00 ft offset was added to discrete and continuous monitoring well water level data to reference NOAA tidal station 9444900 MLLW datum,O O O O O O O O O O O O O O O O B I I O O O
To further explore the mechanism by which mitochondrial oxidative capacity affects walking speeds in the present study we tested the hypothesis that the relationship between k PCr and walking speed outcomes is mediated by at least in part muscle strength Fig,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
An examination of National Education Longitudinal Study NELS data showed that participation in extracurricular activities created many positive educational achievements behaviors and aspirations throughout high school and as far as through the sophomore year of college 49,O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In our previous analysis of dorsolateral prefrontal cortex DLPFC brain tissue from AD asymptomatic AD Asy mAD and control cases from the Baltimore Longitudinal Study of Aging BLSA 6 cohort we were able to identify 3 069 proteins with 10 or less missing values across 47 DLPFC brain samples excluding precuneus samples using single shot one dimensional online reverse phase HPLC fractionation and label,O O O O O O O O O O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Our findings show that using high resolution meteorological forcing is particularly beneficial for areas prone to high TC surges since these surges are reduced the most in coarse resolution datasets,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Fortunately the SLOSH model simulations had been completed for the Charleston and Savannah areas during the past few years,O O B I O O O O O O O O O O O O O O O
Using data from the Alzheimer s Disease Neuroimaging Initiative ADNI and the Baltimore Longitudinal Study of Aging BLSA we investigated the relationships among the following variables ventricle expansion PVH periventricular white matter tract integrity and degree of cognitive impairment,O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O
Station to station the results shown in Figure 8 compare favorably to Sandy hind casts made with the 2D SLOSH model Forbes et al,O O O O O O O O O O O O O O O O O O O B I O O O
To address this issue we used data from the Baltimore Longitudinal Study of Aging BLSA to compare the PSA histories of men who died of prostate cancer men with prostate cancer who were alive or died of another cause and men without a diagnosis of prostate cancer,O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Design The design of a study is the method by which intervention and comparison groups were assigned,O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA is a study of normative human aging established in 1958 and conducted by the National Institute on Aging Intramural Research Program,O B I I I I I O O O O O O O O O O O O O O O O O O O O O
DESIGN Longitudinal analysis of data from the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O B I I I I I
The participants in this study were volunteers in the oral physiology component of the Baltimore Longitudinal Study of Aging BLSA and represented a selection of men and women ranging in age from 22 93 years 9,O O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O
8 Furthermore this data does a much better job at tracking students than previous work,O O O O O O O O O O O O O O O
We mapped the areas where the SLOSH model output projects a storm surge height greater than the elevation,O O O O O O B I O O O O O O O O O O
To refine constrains on these parameters numerous SLOSH model runs were executed with different combinations of these two parameters within bounds set by historical observations of the storm,O O O O O O O B I O O O O O O O O O O O O O O O O O O O
To illustrate the usefulness of our proposed model consider anatomical MRI data collected at the baseline by the Alzheimers Disease Neuroimaging Initiative ADNI study which is a large scale multi site study collecting clinical imaging and laboratory data at multiple time points from healthy controls individuals with amnestic mild cognitive impairment and subjects with Alzheimers disease,O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Only one year of data was included in the model,O O O O O O O O O O
The databases will be encrypted using passwords and stored on one computer,O O O O O O O O O O O O
As the final phase of this study those who were positive for tremor were examined by a movement disorder specialist and a clinical diagnosis of ET was made using the ET diagnostic criteria 9,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This study contributes to the long established tradition of studying peer influence by employing a social network approach for the definition of peer groups,O O O O O O O O O O O O O O O O O O O O O O O O
Quantitative comparisons Figure 19 summary provided in Table 12 of SLOSH simulation results against water surface peak elevations measured at all 13 NOAA tide gauge stations by 60 storm surge sensors deployed by the USGS prior to the storm and from 268 HWMs collected by USGS a total of 341 observations reveal that the SLOSH model simulated water levels at more than one third,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O
Finally the results of this study have implications for school choice policies,O O O O O O O O O O O O
The hydrographs at the SSS stations show excellent agreement in both amplitude and phase with the SLOSH model simulated surge plus tides results,O O O O O O O O O O O O O O O O B I O O O O O
13 shows the mean ordering errors of DEBM vv2 FEBM vv2 and HEBM vv2 as a function of number of subjects in the dataset on one vertical axis and shows the mean event center errors of DEBM vv2 and FEBM vv2 on the other vertical axis,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Locus of Control The locus of control measure adopted from the National Education Longitudinal Study assessed students general perceptions of how much control they have over their lives,O O O O O O O O O O O B I I I O O O O O O O O O O O O O
A limitation of our study however is that we analyzed mortality from all causes since we did not have the ability to identify deaths from cardiovascular or cerebrovascular disease,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The data from the tests are used to derive model parameters that are then used in the slosh blocks of a MATLAB SimMechanics based spacecraft and upper stage simulation,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Others use panel data methods to control for observed and unobserved family variables for example Hanushek et al,O O O O O O O O O O O O O O O O O O
The system automatically generates a vast array of guidance products from SLOSH model output including the maximum envelope of water and the temporal evolution of surge in areas that could be impacted by the storm,O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O
There were Notes BLSA Baltimore Longitudinal Study of Aging DXA dual X ray absorptometry,O O O O O O O O O O O O O O
2008a b Davatzikos and colleagues proposed a pattern recognition technique for classification using structural Magnetic Resonance sMR scans from the Baltimore Longitudinal Study of Aging BLSA dataset Shock et al,O O O O O O O O O O O O O O O O O O O O B I I I I I O O O O
In another study in 890 men the Baltimore Longitudinal Study of Aging BLSA 55 an agerelated decrease in TT level was also noted along with low serum TT levels defined as 11,O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O
Finally only three year of follow up imaging data is available for the healthy cohort and therefore the group wise evolution was limited to a linear model in time for the SVF due to the lack of sufficient longitudinal observations,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Muller 1995 also found this contemporaneous pattern after analyzing measures of mothers cognitively supportive parenting of eighth grade children from the National Education Longitudinal Study part time 35 hours week,O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O
We applied the Sea Lake and Overland Surges from Hurricanes SLOSH model 22 with a grid for Miami basin to simulate storm surges for all 2000 synthetic tracks,O O O O O O O O O O B I O O O O O O O O O O O O O O O O
With data from the National Education Longitudinal Study NELS Valadez 2002 reported that although traditional measures of school based involvement e,O O O O B I I I O O O O O O O O O O O O O
Although the idea of longitudinal study was not completely new it was the first time that it was applied to the study of aging,O O O O O O O O O O O O O O O O O O O O O O O O
Both Danish population study 18 and Baltimore Longitudinal Study of Aging BLSA study 19 have showed the predictor role of arterial stiffness for cardiovascular outcomes beyond traditional cardiovascular risk factors,O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O
Author Contributions All authors contributed to study design data analysis and interpretation and preparation of manuscript,O O O O O O O O O O O O O O O O
The literature on father absence is frequently criticized for its use of cross sectional data and methods that fail to take account of possible omitted variable bias and reverse causality,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Maximum storm surge data is extracted from these files for the basin grid cells corresponding to locations of interest,O O O O O O O O O O O O O O O O O O O
To clarify and expand on the potential consequences of low calorie sweetener use we evaluated up to 28 years of longitudinal data on diet and body composition collected in participants in the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
The 5 pathology free controls were obtained from the Johns Hopkins University Brain Resource Center and Baltimore Longitudinal Study of Aging BLSA 21,O O O O O O O O O O O O O O O O B I I I I I O
Entries in the left panel are means and standard deviations by race in the weighted raw data,O O O O O O O O O O O O O O O O O
Among other things the SLOSH model is driven by wind fields derived from the storm generation techniques presented above,O O O O B I O O O O O O O O O O O O O
For example using the National Education Longitudinal Study Rumberger 2010 find a large gap in expectations of high school students in the US with twice as many high SES expecting to complete college compared to low SES students,O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Both surveys include a variety of items that have been used in other studies such as the General Social Survey and the National Education Longitudinal Study of 1988 92 that ask about religious participation and school experiences,O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O
NELS 88 contains several data that measure these criteria 1,O O O O O O O O O O
Various national surveys and studies including the Current Population Survey CPS the National Health Interview Survey Child Health Supplement NHIS CH High School and Beyond and the National Education Longitudinal Study of 1988 have all been used to supplement OSEP data in an attempt to better estimate the number of students with disabilities in the population,O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O
The SLOSH model resolves flow through obstacles inland inundation overtopping and coastal reflections of surges,O B I O O O O O O O O O O O O
This is not always the case in these data however,O O O O O O O O O O
The difference between NOAA tidal station 9444900 MSL and the MLLW datum is 5,O O O B I I O O O O O O O O
Participants were 111 men and 59 women in the Baltimore Longitudinal Study of Aging BLSA Shock et al,O O O O O O O O O B I I I I I O O O
In the current study we used data from the Baltimore Longitudinal Study of Aging BLSA to explore whether 1 serum levels of 25 OH D are associated with cognition during aging 2 polymorphic variation in the GC gene regulating serum 25 OH D levels are associated with cognition during aging and 3 causal relationships exist between 25 OH D levels and cognitive performance during,O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Using the NELS data Muller 1995 found that mothers employed part time fewer than 35 hours per week scored higher than those employed full time on schoolrelated communication with their eighth grade children checking homework television monitoring and restrictions after school supervision school involvement and knowledge of children s friends parents,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Publication of a wide range of studies with different designs study populations and results has fueled uncertainty about the best way to use PSAV and confused the issue of its utility in the early detection setting,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
However the philosophical question remains about how much we do for whom My prior research illustrated with use of Beginning Postsecondary Student BPS data from the NCES that students who have these attributes are much less likely to graduate from college attend part time have a low GPA are of non traditional age e,O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
11 We freely estimate the relationships among expectations grade point average and test scores by race ethnic group but subsequently impose race ethnic equality constraints on these coefficients as the data permit and as described in our discussion of the findings,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In this study we investigate the relationship between age and compensatory saccade amplitude and latency in a cohort of healthy older adults within the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
3 to drive the RMOS algorithm to map the striatal surfaces and compare their performance in studying the connectivity between SN and striatum,O O O O O O O O O O O O O O O O O O O O O O O
This study examined the relationship between lumbopelvic pain LPP operationalized as reported back or hip pain within the preceding year and mobility assessed as usual gait speed endurance walk performance energetic cost of walking and reported walking ability in wellfunctioning persons aged 60 to 89 participating in the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
Performance of the proposed DSA 3D CNN for AD diagnosis was validated on 30 subjects of CADDementia as source domain and 210 subjects in the Alzheimers Disease Neuroimaging Initiative ADNI database as target domain demographic information mentioned in Table 1 for five classification tasks four binary ones AD vs,O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O
